"","ClassActinopterygii","ClassAves","ClassMammalia","ClassReptilia","nchar","haddock_score_mean","haddock_score_sd","ForStrat.ground","ForStrat.understory","ForStrat.arboreal","ForStrat.aerial","ForStrat.marine","Activity.Nocturnal","Activity.Crepuscular","Activity.Diurnal","female_maturity_d","male_maturity_d","incubation_d","weaning_d","log_litterclutch_size_n","litters_or_clutches_per_y","log_inter_litterbirth_interval_y","log_birthhatching_weight_g","log_weaning_weight_g","log_adult_body_mass_g","maximum_longevity_y","infantMortalityRate_per_year","mortalityRateDoublingTime_y","metabolicRate_W","temperature_K","gestation_d","longevity_y","log_female_body_mass_g","log_male_body_mass_g","log_no_sex_body_mass","adult_svl_cm","diet_breadth","range_size","major_habitat_type_breadth","tnc_ecoregion_breadth","AA_30_positive","OrderCarnivora","OrderChiroptera","OrderPasseriformes","OrderPerciformes","OrderPrimates","OrderRodentia","ClassActinopterygii.1","ClassAves.1","ClassMammalia.1","ClassReptilia.1","above_haddock_median"
"217",0,0,1,0,826,-133.44775,1.82055701076467,0,0,1,0,0,0,0,1,1074.90716,912,NA,179.395,0.00995033085316809,1,-0.000684694349687224,4.50030954537192,NA,8.19497350297379,30.5,NA,NA,NA,NA,145.5246,20.6,NA,NA,8.11671562481911,51.1245,0.2,30814.2627228336,0.0625,0.0119047619047619,1,0,0,0,0,1,0,0,0,1,0,0
"218",0,0,0,1,861,-119.73937,1.84503931186664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3572456.6228229,0.5,0.30952380952381,0,0,0,0,0,0,0,0,0,0,1,1
"219",0,0,0,1,828,-128.16685,3.01432715626555,NA,NA,NA,NA,NA,NA,NA,NA,372,NA,41,NA,2.484906649788,NA,NA,1.96711235670592,NA,8.24774388722552,7,NA,NA,NA,NA,50,7,NA,NA,NA,NA,NA,3191159.74877295,0.4375,0.119047619047619,0,0,0,0,0,0,0,0,0,0,1,0
"220",0,1,0,0,809,-120.69288,2.55322095348862,1,0,0,0,0,0,0,1,NA,NA,NA,NA,1.6094379124341,NA,NA,NA,NA,3.8448142557347,NA,NA,NA,NA,NA,NA,NA,NA,3.8177123259569,NA,19,0.1,2252414.67651351,0.25,0.178571428571429,1,0,0,1,0,0,0,0,1,0,0,1
"221",0,1,0,0,631,-125.59772,4.19407295008881,1,1,0,0,0,0,0,1,NA,NA,NA,NA,1.09861228866811,NA,NA,NA,NA,5.82600010738045,NA,NA,NA,NA,NA,NA,NA,5.8171111599632,5.8348107370626,5.82968064153158,NA,0.1,810480.402851555,0.25,0.19047619047619,1,0,0,0,0,0,0,0,1,0,0,1
"222",0,0,1,0,805,-131.9994,2.05613075027398,0,0,1,0,0,1,0,0,NA,NA,NA,89.17,0.0953101798043249,1,NA,NA,NA,6.46320884800541,19.7,NA,NA,NA,NA,NA,19.666667,NA,NA,NA,25.46,0.1,1427125.68436014,0.375,0.166666666666667,1,0,1,0,0,0,0,0,0,1,0,0
"223",0,0,1,0,804,-132.36049,2.88710030978797,0,0,1,0,0,1,0,0,NA,NA,NA,91.32,0,1,NA,4.89034912822175,NA,6.85085153859251,20.9,NA,NA,4.486,310.05,NA,18.466667,NA,NA,6.69703424766648,27.907,0.1,1940626.00196736,0.25,0.357142857142857,1,0,1,0,0,0,0,0,0,1,0,0
"224",0,0,1,0,805,-130.28108,1.97483033690379,1,0,0,0,0,1,1,1,912,912,92,90,1.01523067972906,0.47,0.62438162073574,5.99146454710798,8.1605182474775,10.77895628989,23.8,NA,NA,49.326,310.75,92.3,21.854167,NA,NA,10.5240640402612,167.7665,0.1,22660260.5973164,0.9375,0.845238095238095,1,1,0,0,0,0,0,0,0,1,0,0
"225",1,0,0,0,803,-152.4653512,2.77844580061939,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333333333,29715143.7369095,0.125,0.0238095238095238,1,0,0,0,1,0,0,1,0,0,0,0
"226",1,0,0,0,804,-136.51523,3.28205875939343,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.13771044980381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.5,0.666666666666667,48584700.732382,0.5,0.416666666666667,0,0,0,0,0,0,0,1,0,0,0,0
"227",0,1,0,0,798,-124.59651,1.69232247350597,1,0,0,0,1,0,0,1,1366.569,NA,34,NA,0.693147180559945,1,NA,NA,NA,8.48673398393153,18,NA,NA,NA,NA,NA,18,8.4595640785796,8.55159461813357,8.4446224985814,70,0.2,NA,NA,NA,1,0,0,0,0,0,0,0,1,0,0,1
"228",0,0,0,1,827,-123.79649,4.94650027133664,NA,NA,NA,NA,NA,NA,NA,NA,1095,1095,63.5,NA,3.31418600467253,1,NA,4.71133038181648,NA,9.74683374249075,34.2,NA,NA,NA,NA,91.32,34.170833,NA,NA,9.42302946538653,NA,NA,3149109.73145029,0.375,0.476190476190476,0,0,0,0,0,0,0,0,0,0,1,1
"229",0,0,1,0,805,-125.82212,2.51764563731894,1,0,0,0,0,1,0,0,78.78396,70,21,25,2.1809822712348,3.68,NA,1.75958057086382,4.15496918403854,5.63478960316925,5,0.002,0.3,1.404,310.25,21.60956,5,NA,6.32793678372919,5.3322355847515,30,0.4,19191093.6051628,0.9375,0.595238095238095,0,0,0,0,0,0,1,0,0,1,0,1
"230",0,0,0,0,815,-122.70993,2.03506162453786,1,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.6,NA,175876.553884268,0.0625,0.0119047619047619,0,0,0,0,0,0,0,0,0,0,0,1
"231",0,0,1,0,805,-118.52689,2.33405385896631,0,0,0,1,0,1,0,0,NA,NA,NA,NA,-0.0202027073175195,NA,NA,NA,NA,2.92423627184892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,2859335.95477335,0.1875,0.226190476190476,1,0,1,0,0,0,0,0,0,1,0,1
"232",0,0,1,0,805,-122.42454,2.95889422108252,0,0,0,1,0,1,0,0,778.845,730,80,52.935,-0.0100503358535015,1,-0.000684694349687224,1.74396880539171,NA,3.13004461116159,30.5,NA,NA,NA,NA,85.62,30,NA,NA,NA,6.9,0.1,9751019.67145276,0.75,0.488095238095238,1,0,1,0,0,0,0,0,0,1,0,1
"233",0,0,1,0,805,-114.24104,2.19205289838848,0,0,0,1,0,1,0,0,NA,NA,NA,60.41,-0.0100503358535015,NA,NA,NA,NA,2.23964529322017,NA,NA,NA,NA,NA,119.61,NA,NA,NA,NA,NA,0.1,12125111.2656559,0.5,0.333333333333333,1,0,1,0,0,0,0,0,0,1,0,1
"234",0,0,1,0,805,-138.687266,2.46602221309362,0,0,0,1,0,1,0,0,NA,NA,NA,NA,-0.0202027073175195,NA,NA,NA,NA,1.8213182714696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,2405475.71356713,0.5,0.321428571428571,1,0,1,0,0,0,0,0,0,1,0,0
"235",0,0,1,0,805,-161.49769,4.16249074085056,0,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4466854369678,NA,NA,NA,NA,NA,NA,NA,2.72785282839839,NA,NA,NA,0.1,3176331.02282097,0.4375,0.297619047619048,1,0,1,0,0,0,0,0,0,1,0,0
"236",0,0,1,0,805,-112.460158,3.12529390843237,0,0,0,1,0,1,0,0,NA,NA,NA,41.85,0,NA,NA,0.943905898907128,1.85785927093258,1.6094379124341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3582812.62074313,0.5,0.476190476190476,0,0,1,0,0,0,0,0,0,1,0,1
"237",0,0,1,0,805,-119.62855,1.90859687394227,0,0,0,1,0,1,0,0,451.11,NA,NA,59.42,-0.0100503358535015,1,NA,1.05082162483176,2.39789527279837,2.32776539152434,5,NA,NA,NA,NA,123.54,5,2.29253475714054,2.14006616349627,NA,NA,0.3,2168584.37928602,0.375,0.178571428571429,1,0,1,0,0,0,0,0,0,1,0,1
"238",0,0,1,0,805,-134.48783,1.75041840207801,0,0,1,0,0,0,0,1,NA,NA,199,NA,0,NA,NA,NA,NA,9.59899836176797,29.5,NA,NA,NA,NA,199.34,26.645833,9.41735454136051,9.81005560774357,NA,70.355,0.3,310252.177526911,0.1875,0.0714285714285714,1,0,0,0,0,1,0,0,0,1,0,0
"239",0,0,1,0,805,-124.49258,2.10183208167435,0,0,1,0,0,1,0,0,365,365,116,122,0.0344014267173323,2,NA,3.04737550670583,4.30135873160643,4.89783979995091,22.9,NA,NA,0.684,307.95,116,22.9,NA,NA,4.98360662170834,17.2185,0.2,4071413.31144199,0.5625,0.345238095238095,1,0,1,0,0,0,0,0,0,1,0,1
"240",0,0,1,0,805,-137.98163,3.41931060499693,0,0,1,0,0,0,0,1,1090.58878,1826,158,177,0,1.07,0.0240079197051012,4.67749084756772,6.01737592889248,6.68426791857235,30.3,NA,NA,NA,NA,162.545,28.595833,NA,6.65801104587075,6.72946558330155,32.2,0.5,1373872.35393986,0.25,0.166666666666667,1,0,0,0,0,1,0,0,0,1,0,0
"241",1,0,0,0,816,-120.4007,1.18321483538141,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.24442617882051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666666666667,163420470.286607,0.583333333333333,0.232758620689655,1,0,0,0,1,0,0,1,0,0,0,1
"242",1,0,0,0,808,-130.05418,4.56275444874646,1,0,0,0,1,NA,NA,NA,1338,1338,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,121568388.511317,0.464285714285714,0.123417721518987,0,0,0,0,1,0,0,1,0,0,0,0
"243",0,0,1,0,806,-116.61497,3.74932437055887,1,0,0,0,0,1,0,0,730.56,730,26,243.33,1.07840958135059,1,-0.000684694349687224,-3.82814152144744,6.74523634948436,8.77955745588373,13.058333,NA,NA,8.664,308.95,26,8.1,8.85366542803745,9.10497985631836,8.7204278697904,67.893,0.1,64284.1346930471,0.0625,0.0357142857142857,1,0,0,0,0,0,0,0,0,1,0,1
"244",1,0,0,0,809,-123.74117,2.2584246205658,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.51567830845475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333333333,30944343.7183699,0.125,0.0476190476190476,0,0,0,0,0,0,0,1,0,0,0,1
"245",0,1,0,0,809,-117.67294,2.71762883215007,1,1,0,0,0,0,0,1,NA,NA,12.5,NA,1.33762918913861,2,NA,-0.116533816255952,NA,3.04452243772342,24,NA,NA,0.230065,314.15,NA,24,2.72785282839839,2.98315349134713,2.65850975554207,NA,0.4,10528.4093350665,0.0625,0.0119047619047619,1,0,0,1,0,0,0,0,1,0,0,1
"246",1,0,0,0,807,-149.39332,2.21555770295227,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.5,0.5,279391451.09835,0.916666666666667,0.297413793103448,0,0,0,0,1,0,0,1,0,0,0,0
"247",1,0,0,0,807,-156.56712,4.52622320797864,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,280023873.570365,0.833333333333333,0.267241379310345,0,0,0,0,1,0,0,1,0,0,0,0
"248",1,0,0,0,809,-126.93477,3.39432683002093,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30944343.7183699,NA,NA,0,0,0,0,0,0,0,1,0,0,0,1
"249",1,0,0,0,777,-135.86953,1.93533826618387,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30944343.7183699,0.0625,0.0119047619047619,0,0,0,0,0,0,0,1,0,0,0,0
"250",0,0,1,0,803,-111.627665,3.15908996724355,1,0,0,0,0,1,1,1,325.96956,335,21,25,1.880990602956,1.9,-2.15626790068601,-0.82098055206983,2.14006616349627,2.10352421219579,3.2,NA,NA,0.348,308.15,21.00042,2,NA,NA,2.12823170584927,7.506,0.2,13236507.5921506,0.5625,0.321428571428571,1,0,0,0,0,0,0,0,0,1,0,1
"251",1,0,0,0,816,-152.13932,2.74848182974609,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.833333333333333,31493218.6460955,0.25,0.0603448275862069,0,0,0,0,1,0,0,1,0,0,0,0
"252",1,0,0,0,807,-122.585664,3.57691340218599,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666666666667,32154361.1929799,0.25,0.0603448275862069,0,0,0,0,1,0,0,1,0,0,0,1
"253",0,1,0,0,811,-116.35725,1.89105412534914,1,0,0,0,0,0,0,1,3650,1825,30,NA,0.854415328156068,0.333,0.693147180559945,NA,NA,7.46737106691756,60,NA,NA,NA,NA,NA,60,7.3132203870903,7.63046126178363,NA,56.5,0.3,17744.129363574,0.0625,0.0238095238095238,1,0,0,0,0,0,0,0,1,0,0,1
"254",0,1,0,0,810,-128.07026,2.4694304917891,1,1,0,0,0,0,0,1,455.101,365,12,NA,1.6094379124341,2,NA,1.71018781553424,NA,4.35253345527911,22.916667,0.5,8,0.877,NA,NA,20.691667,4.36054760299676,4.41521960202965,4.23410650459726,NA,0.6,20011700.5681299,0.9375,0.452380952380952,1,0,0,1,0,0,0,0,1,0,0,0
"255",0,0,1,0,805,-121.83453,1.90312786459554,1,0,0,0,0,0,0,1,365,365,77,44,1.35066718347674,1,-0.000684694349687224,3.39282913199164,5.41832015894273,6.65415252018322,20.6,NA,NA,1.729,309.45,77,12.666667,NA,NA,6.74523634948436,31.7855,0.3,1758699.39884665,0.375,0.142857142857143,1,1,0,0,0,0,0,0,0,1,0,1
"256",0,0,1,0,805,-128.67843,2.22336969937775,1,0,0,0,0,1,1,0,334,768,115,97.88,1.71694612014939,1.5,-0.462502743359787,6.90274273715859,8.7749298418987,11.8130300574206,27,NA,NA,104.15,312.15,115.2,21,NA,12.0552497557956,11.8130300574206,157.4995,0.5,28026537.2113736,1,0.75,1,0,0,0,0,0,0,0,0,1,0,0
"257",1,0,0,0,806,-127.95488,1.29487462095757,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1,0.333333333333333,30944343.7183699,0.25,0.130952380952381,0,0,0,0,0,0,0,1,0,0,0,0
"258",0,1,0,0,811,-128.83711,1.89429190256177,0,0,1,0,0,0,0,1,60,60,14.15,NA,1.50407739677627,2,NA,-0.544727175441672,NA,2.4793353254089,14.5,NA,NA,NA,314.15,NA,13.25,2.484906649788,2.47653840011748,2.46385324059017,NA,0.1,83108.0226803519,0.0625,0.0357142857142857,1,0,0,1,0,0,0,0,1,0,0,0
"259",1,0,0,0,806,-125.824196,2.05963134083748,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85730966.8474972,0.107142857142857,0.0316455696202532,0,0,0,0,0,0,0,1,0,0,0,1
"260",0,1,0,0,703,-129.54813,1.86413407246129,0,1,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.58911956633606,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.58911956633606,NA,0.2,189792.610917868,0.125,0.0357142857142857,1,0,0,0,0,0,0,0,1,0,0,0
"261",0,0,0,1,828,-115.259136,1.37200318042391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2512917986065,NA,NA,0.575646273248511,NA,5.99146454710798,17.8,NA,NA,NA,NA,NA,15.8,NA,NA,NA,NA,NA,2537950.37633304,0.375,0.214285714285714,0,0,0,0,0,0,0,0,0,0,1,1
"262",0,0,1,0,805,-134.21412,2.89376934687077,1,0,0,0,0,0,0,1,1400.0934,2190,168,450.8572,0,0.5,0.723815129606618,6.14042320023282,8.26873183211774,9.67809835664852,36,NA,NA,NA,NA,172.41658,28,9.38597294061934,9.81874632408104,NA,67.25,0.1,103851.757044936,0.1875,0.0476190476190476,1,0,0,0,0,1,0,0,0,1,0,0
"263",0,1,0,0,805,-118.8845,3.16893884552332,1,0,0,0,0,0,0,1,NA,NA,NA,NA,1.70474809223843,NA,NA,NA,NA,6.53378883793334,NA,NA,NA,NA,NA,NA,NA,6.60394382460047,6.45833828334479,NA,NA,0.3,3971186.79540781,0.1875,0.321428571428571,1,0,0,0,0,0,0,0,1,0,0,1
"264",0,0,1,0,800,-120.06239,1.1166790760007,0,0,0,0,1,1,1,1,1500.79916,913,335,456,0,0.4,1.09827000009406,10.2967785222965,NA,12.8674711277755,56,NA,NA,70.0056,NA,334.58,30,NA,NA,13.0170028617465,399.739,0.1,1518388.48328028,0.25,0.0833333333333333,1,0,0,0,0,0,0,0,0,1,0,1
"265",0,0,1,0,804,-121.80908,3.66066091203336,0,0,0,0,1,0,0,1,3126.01038,4036,365,562.22892,0,0.5,1.09861228866811,9.87044769845793,NA,12.3458345879053,53,NA,NA,NA,NA,365,40,NA,NA,13.3847276418718,362.8955,0.2,254810401.905387,0.75,0.535714285714286,0,0,0,0,0,0,0,0,0,1,0,1
"266",0,1,0,0,809,-121.92695,3.534356412025,1,1,0,0,0,1,0,0,365,365,31.9,NA,1.63899671467564,1.75,NA,2.69799986524871,NA,5.94437293957413,34,NA,NA,NA,NA,NA,15.416667,5.97126183979046,6.03128604129465,5.87913536213406,NA,0.3,63139954.481061,0.875,0.94047619047619,1,0,0,0,0,0,0,0,1,0,0,1
"267",0,0,1,0,805,-164.69464,3.37815877240185,1,0,0,0,0,0,1,1,1320.475,1313,103,213,0.819779831493311,0.4,0.881893413188385,6.21458809822219,10.1658518170036,12.390475368528,50,NA,NA,NA,310.45,103,43.5,NA,12.1056996713834,NA,228.5,0.4,36215572.5017876,0.8125,0.5,1,1,0,0,0,0,0,0,0,1,0,0
"268",0,0,1,0,790,-148.12426,2.37687319401866,1,0,0,0,0,0,1,1,1734,1734,65,326.44,0.506817602368452,0.4,0.772507299938473,6.47639527332861,9.78414079490356,12.8258525795314,45,NA,NA,NA,309.95,147.41594,43.775,NA,12.9645392922108,NA,224.6275,0.2,22605413.562199,0.1875,0.166666666666667,1,1,0,0,0,0,0,0,0,1,0,0
"269",0,0,1,0,805,-105.614674,1.95850178430237,NA,NA,NA,NA,NA,NA,NA,NA,432,500,345,213,0.0392207131532813,NA,NA,8.88322423027899,NA,11.0348896640272,25.8,NA,NA,NA,312.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,1
"270",0,0,1,0,809,-125.032739,3.42025360040402,1,0,0,0,0,1,0,0,742.575,730,27,398.725,0,0.77,0.692462486210258,-0.703197516413447,8.64822145382264,10.1561899060919,30.025,NA,NA,NA,NA,28.5,26.1,NA,NA,NA,109.339,0.1,310428.619897115,0.3125,0.0952380952380952,1,0,0,0,0,0,0,0,0,1,0,1
"271",0,0,1,0,804,-141.37352,4.31330599625547,1,0,0,0,0,1,1,0,304,304,52,49.71,1.55445360410134,1,-0.000684694349687224,4.61005822006087,7.24208235925696,8.42951977714646,21.3,NA,NA,13.731,311.85,52.3525,15,NA,8.74193546409414,8.42951977714646,63,0.3,72402469.1816831,1,0.619047619047619,1,1,0,0,0,0,0,0,0,1,0,0
"272",0,0,0,0,862,-131.44672,1.71461200521997,1,NA,1,0,0,1,NA,NA,NA,NA,NA,NA,7.82404601085629,1,NA,NA,NA,4.86753445045558,30.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.7,0.2,1706306.91051014,0.25,0.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0
"273",1,0,0,0,808,-150.223802,2.90320144340616,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23730757.5450827,0.0625,0.0238095238095238,1,0,0,0,0,0,0,1,0,0,0,0
"274",1,0,0,0,808,-139.94198,2.28091002540653,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.95,0.666666666666667,133221678.662997,0.75,0.464285714285714,1,0,0,0,0,0,0,1,0,0,0,0
"275",1,0,0,0,808,-138.566583,2.67758796545634,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75,0.166666666666667,110465075.071051,0.75,0.369047619047619,1,0,0,0,0,0,0,1,0,0,0,0
"276",0,0,1,0,806,-129.13509,3.57958965104785,0,0,0,0,1,1,1,0,1643.625,1826,259,315,0.0953101798043249,0.89,0.692462486210258,8.81856660819805,10.1266311038503,11.9741241946059,35.7,NA,NA,NA,311.25,334.84,30,11.6082356447746,12.8739020181058,NA,225.9485,0.2,1646713.73980194,0.125,0.0476190476190476,1,1,0,0,0,0,0,0,0,1,0,0
"277",0,1,0,0,811,-118.716322,3.45566082137637,1,1,0,0,0,0,0,1,364.234,365,13,NA,1.4036429994545,1.5,NA,1.02961941718116,NA,3.23277873003719,14.916667,NA,NA,0.278,NA,NA,9.7,3.22286784613774,3.27336401015227,3.23277873003719,NA,0.4,223957.953441557,0.0625,0.0595238095238095,0,0,0,1,0,0,0,0,1,0,0,1
